text,label
"Dear Job Seeker, EasyJob Network has selected you for the role of Form Filling Executive. Annual CTC: Rs. 9,000. To proceed with your joining formalities, pay the processing fee of Rs. 2666 urgently. This is a final deadline offer. Contact: easyjob.india@yahoo.com. Respond today itself.",1
"Dear Nikhil Kumar, On behalf of Tech Mahindra, I am delighted to extend this offer of employment for the role of Backend Developer. Your compensation will be INR 30,00,000 per annum as per our salary structure, subject to payroll deductions. Your reporting manager will be Rajesh Pillai and your joining date is 1 September 2026. Please sign and return this letter by 25 August 2026. Human resources contact: recruitment@capgemini.com. Regards, Talent Acquisition, Tech Mahindra.",0
"SELECTED! RapidHire Solutions wants you as Office Assistant. Salary Rs. 25,000/month. To receive your offer letter, pay Rs. 1069 screening fee. No interview needed. Respond within 6 hours. Pay and confirm at opportunityhub.hr@gmail.com. Whatsapp only.",1
"Dear Candidate, Instant joining opportunity! DigiWork India is hiring for Online Data Entry Specialist. Salary: Rs. 10,000 per month. To activate your offer, transfer the amount of Rs. 3317 as onboarding fee. Act now - limited positions available. WhatsApp only: +91 9782560971. Contact easyjob.india@yahoo.com immediately.",1
"Dear Ankit Joshi, On behalf of Hexaware Technologies, I am delighted to extend this offer of employment for the role of DevOps Engineer. Your compensation will be INR 18,00,000 per annum as per our salary structure, subject to payroll deductions. Your reporting manager will be Manoj Tiwari and your joining date is 12 August 2026. Please sign and return this letter by 30 June 2026. Human resources contact: hr@mindtree.com. Regards, Talent Acquisition, Hexaware Technologies.",0
"Dear Varun Mehta, Following your interview on the date mentioned above, we are glad to offer you the role of Senior Developer at Zensar Technologies with an annual CTC of INR 30,00,000. Your tentative joining date is 3 October 2026. This offer of employment is subject to company policy. Please confirm your acceptance by signing and returning this letter by 25 August 2026. For any questions please contact hr@tcs.com. Sincerely, Arjun Verma, HR Department, Zensar Technologies.",0
"Dear Nikhil Kumar, Following your successful interview process, we are pleased to offer you the position of Operations Manager at Tata Consultancy Services, Noida with a CTC of INR 35,00,000 per annum. This offer is contingent upon satisfactory background verification. Joining date: 12 August 2026. Please confirm by 15 September 2026. For any questions, reach our HR at talent@nexasofttech.com. Sincerely, Rahul Mehta, HR Manager, Tata Consultancy Services.",0
"Dear Suresh Verma, On behalf of Persistent Systems, I am delighted to extend this offer of employment for the role of Cloud Architect. Your compensation will be INR 30,00,000 per annum as per our salary structure, subject to payroll deductions. Your reporting manager will be Rajesh Pillai and your joining date is 18 August 2026. Please sign and return this letter by 5 August 2026. Human resources contact: talent@tcs.com. Regards, Talent Acquisition, Persistent Systems.",0
"Dear Candidate, Congratulations! You have been selected for the post of Office Assistant at CareerBoost India. Your salary will be Rs. 25,000 per month. To confirm your appointment, kindly pay a registration fee of Rs. 3440 to our HR department within 12 hours. Contact us immediately at hiringdesk@hotmail.com.",1
"Dear Candidate, You have been selected for Typist at QuickHire India through our recruitment drive. Salary: Rs. 25,000 CTC per annum. Please transfer the advance fee of Rs. 855 to confirm your appointment letter. Contact us at fasthire@gmail.com. This offer is valid today itself only.",1
"Dear Varun Mehta, On behalf of Mphasis Limited, I am delighted to extend this offer of employment for the role of Software Engineer. Your compensation will be INR 13,00,000 per annum as per our salary structure, subject to payroll deductions. Your reporting manager will be Rajesh Pillai and your joining date is 18 August 2026. Please sign and return this letter by 15 September 2026. Human resources contact: talent@wipro.com. Regards, Talent Acquisition, Mphasis Limited.",0
"Congratulations! OpportunityHub is pleased to offer you Online Data Entry Specialist with salary Rs. 15,000 per month. As per company policy, all new hires must pay a laptop fee of Rs. 2366 before joining. Pay before 24 hours or offer will be cancelled. Contact workfromhome.jobs@yahoo.com.",1
"Dear Swati Mishra, Following your successful interview process, we are pleased to offer you the position of Cloud Architect at NexaSoft Technologies, Noida with a CTC of INR 19,00,000 per annum. This offer is contingent upon satisfactory background verification. Joining date: 5 September 2026. Please confirm by 5 August 2026. For any questions, reach our HR at talent@wipro.com. Sincerely, Deepa Iyer, HR Manager, NexaSoft Technologies.",0
